SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,Năm thi
02002477,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.5,8.25,7.25,,,,8.6,8.75,2022
02002478,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5,,,6.5,8.5,5.75,4.8,,2022
02002479,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,7.75,8.25,,,,8,9.5,2022
02002480,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,6.75,8,5.5,7.4,,2022
02002481,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,8.5,9,8.75,,,,9.2,9.25,2022
02002482,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.75,,,6.5,4.25,3.75,7.2,,2022
02002483,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,7.25,6.25,4.75,8.6,,2022
02002484,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.5,6.75,8.25,,,,7,7.75,2022
02002485,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,8.25,8.5,,,,8.4,8.75,2022
02002486,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,7.25,4.25,3,7,,2022
02002487,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.25,,,6.25,8,8.75,7.4,,2022
02002488,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.5,,,4.5,4.5,4.5,5,,2022
02002489,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,8.25,7.75,6,9.2,,2022
02002490,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,8.75,9.25,,,,8.6,9.5,2022
02002491,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.25,,,4.25,7.75,4.5,8.2,,2022
02002492,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,4.5,,,7.25,5.5,4.25,8.4,,2022
02002493,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,6.5,5.5,6,7.4,,2022
02002494,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6.25,,,5,3.75,3,5.8,,2022
02002495,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,,,5.25,8,4,9.2,,2022
02002496,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.25,,,7,7,6.75,5,,2022
02002497,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.25,,,6.25,8,4.25,7,,2022
02002498,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,4.25,6.25,3.5,5,,2022
02002499,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,6.75,5.5,5.5,6,,2022
02002500,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5,,,7,7.75,4.75,6.6,,2022
02002501,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.25,,,7,5.75,4.25,7.6,,2022
02002502,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,6.75,6.5,5.5,9.2,,2022
02002503,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,,,7.75,6.75,5.25,8.2,,2022
02002504,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,7.75,5.75,5,8,,2022
02002505,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6,,,7,5.25,4.5,7.6,,2022
02002506,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,6.5,5.75,3.25,5.8,,2022
02002507,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6,,,3.75,4.5,3.5,6.4,,2022
02002508,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,6,6.25,,,,6,8.75,2022
02002509,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.25,5.25,5.75,,,,7.4,7,2022
02002510,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5.75,,,7.5,6.75,4.75,8.2,,2022
02002511,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,6.25,7.25,4.25,8.8,,2022
02002512,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,7,6.75,,,,6.6,7.5,2022
02002513,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.25,8,7.5,,,,7.6,9.5,2022
02002514,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.75,,,6.5,6,4.75,4.8,,2022
02002516,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,6,5.25,3,7.2,,2022
02002517,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,7.25,6.25,7,,,,9.4,9.25,2022
02002518,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,5.75,6.25,6.25,4,,2022
02002519,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,4.25,6.75,4.25,4.6,,2022
02002520,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,4.5,7,7.75,,,,6,8.75,2022
02002521,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,6.5,7,4.5,6.6,,2022
02002522,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,7.5,6.75,,,,6,9,2022
02002523,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,7.5,7.5,5.25,7.6,,2022
02002524,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8,6.75,6.75,,,,7.8,8.75,2022
02002525,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,6.75,5.5,5.5,9.2,,2022
02002526,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,7.5,6,,,,8.6,9,2022
02002527,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.25,,,5.5,6,2.5,5.8,,2022
02002528,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5.5,,,5.25,8.5,3.25,5.2,,2022
02002529,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8.5,8.25,7.25,,,,8.4,8.75,2022
02002530,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,6.5,7,4.5,9.2,,2022
02002531,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5,,,4.75,5.75,5,4.8,,2022
02002532,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,6.25,6,6.5,9.6,,2022
02002533,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,6.75,7.5,7.75,7.6,,2022
02002534,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,5.75,6.75,5.75,6.6,,2022
02002535,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6.75,6,8,,,,3,8.25,2022
02002536,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,7.25,8.5,,,,8.4,8.25,2022
02002537,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.75,6.5,6.5,,,,3.8,7.5,2022
02002538,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,,,7,7.75,4.75,6,,2022
02002539,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8,7,8,,,,8.2,8.25,2022
02002540,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,5.25,6.5,,,,9.6,8.25,2022
02002541,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8,5.25,6.5,,,,6,8.5,2022
02002542,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,8.25,7.5,,,,5.2,8.75,2022
02002543,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,7,7,4.5,7.8,,2022
02002544,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,6.5,4.5,3.75,6.6,,2022
02002545,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.75,5,5.25,,,,7.6,7.5,2022
02002546,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8,6.75,6,,,,7.6,8.5,2022
02002547,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.75,5.75,7,,,,2.4,8.25,2022
02002548,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,7.5,7.25,,,,6.8,8.5,2022
02002549,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,7,5.25,2.75,7.6,,2022
02002550,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,4.75,7.5,7.25,8,,2022
02002551,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.25,,,6.75,7,5,8.8,,2022
02002552,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,9.75,9.25,,,,8.2,9.75,2022
02002553,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.33,,,6,5.75,5.5,5.4,,2022
02002554,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,5.75,8.25,6.25,7,,2022
02002555,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7.75,,,5.5,3.75,4,7.2,,2022
02002556,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,6.5,4,3.25,5.2,,2022
02002557,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6,,,5,3.5,2.5,6,,2022
02002558,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,7.75,7,,,,8.6,8.75,2022
02002559,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,4,6.25,3.75,6.2,,2022
02002560,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,9,8.25,,,,6.6,9.25,2022
02002561,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,9.5,9.25,,,,6.6,8.75,2022
02002562,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,7.5,8,,,,9.2,8.25,2022
02002563,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,4,6.75,4.75,8.2,,2022
02002564,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,8.25,8.5,,,,7.6,8.5,2022
02002565,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,8.75,8.5,,,,7.6,9.75,2022
02002566,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,8.25,9,5.75,8,,2022
02002567,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6,,,5.5,3.5,4.5,8.6,,2022
02002568,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,5.5,,,4.25,5,3.25,5.2,,2022
02002569,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,8,7.25,,,,8.4,8.75,2022
02002570,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,6,8,6.5,6,,2022
02002571,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,,,5.75,7.25,6,8.4,,2022
02002572,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.5,,,6.75,4.5,1.5,9,,2022
02002573,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,7.5,7,,,,9.2,9.5,2022
02002574,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.5,,,7.5,6.25,5,8,,2022
02002575,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,4.75,6,,,,6.6,8,2022
02002576,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.75,,,4,6.25,3.5,6.8,,2022
02002577,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,7.5,7,,,,5.6,8.75,2022
02002578,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7,9.25,9.25,,,,7.6,9.25,2022
02002579,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,7.75,6.25,5.5,8.6,,2022
02002580,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5,,,7.5,6.5,5.5,8.6,,2022
02002581,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,7.25,5.75,,,,8,8.25,2022
02002582,Sở GD&ĐT Thành Phố Hồ Chí Minh,3.6,5.5,5.75,6.25,,,,3.8,7.5,2022
02002583,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.75,,,4.5,4.5,3,4,,2022
02002584,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.25,,,6,7,4.75,6.6,,2022
02002585,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,8.25,,,6.75,8.25,5.25,6.4,,2022
02002586,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.75,,,6,4.75,5,3,,2022
02002587,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,6.25,5.75,4.25,3.4,,2022
02002588,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,9.75,9.25,,,,5.4,9.25,2022
02002589,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,5,8.25,5.75,8.4,,2022
02002590,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,6.5,7.25,3.25,3.8,,2022
02002591,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,9.75,8.5,,,,5.4,8.5,2022
02002592,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8,3.75,7,,,,8,8.25,2022
02002593,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,5,6.75,5.25,,,,8.6,8,2022
02002594,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,6,7.5,,,,6.2,7.5,2022
02002595,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5,,,3.5,5.5,4.25,8,,2022
02002596,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,4.5,7.5,4.75,9.2,,2022
02002597,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.8,4.5,3,6,,,,4,6.5,2022
02002598,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.5,,,4,4.75,3.25,4.8,,2022
02002599,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5,,,7.25,8,3,5.4,,2022
02002600,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7,7,7.5,,,,9.2,9,2022
02002601,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7,,,8.5,6.5,6.75,9.4,,2022
02002602,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,8.5,6.75,7.75,,,,5.4,8.75,2022
02002603,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,,,5.5,7,2.75,5.4,,2022
02002604,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,7.75,7.25,,,,8,8.75,2022
02002605,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,7.5,7,,,,7.6,8.75,2022
02002606,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,6.5,7.5,,,,7.4,7.75,2022
02002607,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,8.5,7.5,,,,7,9.75,2022
02002608,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,5.75,6.5,5.75,8,,2022
02002609,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.75,,,6,4.75,5,8.6,,2022
02002610,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6,6.5,7.5,,,,5,8.25,2022
02002611,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.25,,,6,5,4.25,9.4,,2022
02002612,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,,,5,4,4,9.4,,2022
02002613,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,6.25,5.5,3.25,6.6,,2022
02002614,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6,7,6.25,,,,6.2,8.25,2022
02002615,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,8,7.75,4.75,7.6,,2022
02002616,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,6.25,6.75,4,7.2,,2022
02002617,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,,,7,7.25,5.25,8.2,,2022
02002618,Sở GD&ĐT Thành Phố Hồ Chí Minh,2.8,5.5,,,4,3,4,2.6,,2022
02002619,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,6.25,6,5.25,6,,2022
02002620,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,7.5,6,5.5,7,,2022
02002621,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,7.75,7,,,,8,8,2022
02002622,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,5,,,7,5.75,4.75,7.4,,2022
02002623,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6,8.75,6.75,,,,8,8.75,2022
02002624,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5,,,6.25,4,4.25,7,,2022
02002625,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,,,5.75,6.25,5.5,7.6,,2022
02002626,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,,,3.75,5,4,8.6,,2022
02002627,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5,,,5,3.5,3.75,9,,2022
02002628,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,6.5,6,,,,6.8,7.75,2022
02002629,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6,,,8.5,7,5,7.2,,2022
02002630,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.5,,,5.75,4.5,4.25,7.8,,2022
02002631,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,4.75,5,4.75,7.6,,2022
02002632,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,7.75,5.5,2.75,6,,2022
02002633,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,8.5,7.75,5.25,8.2,,2022
02002634,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,8,7.25,,,,4.8,8,2022
02002635,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5,,,6.25,6,4.25,9,,2022
02002636,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.5,,,6.5,5.5,3.25,5.4,,2022
02002637,Sở GD&ĐT Thành Phố Hồ Chí Minh,2.4,4.5,7.25,5.5,,,,3.6,7.25,2022
02002638,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.5,7.25,6.25,,,,8.6,8,2022
02002639,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,6.5,7.75,4.75,7.6,,2022
02002640,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,4.25,5.75,,,,7,7.5,2022
02002641,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,7.5,7.75,5,8.2,,2022
02002642,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,6.75,7,6.25,8,,2022
02002643,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.75,,,4.25,3.25,3.75,6.6,,2022
02002644,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,6,7.25,4,7.6,,2022
02002645,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,6,4.75,2.75,8.4,,2022
02002646,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,5.5,5,7.75,,,,7,7.25,2022
02002647,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,6.75,6.5,2.25,5.4,,2022
02002648,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,4.75,6.25,6.75,,,,5.2,8,2022
02002649,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,5.25,,,6.75,6.25,2.75,8.4,,2022
02002650,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,7,6.75,,,,7.2,8.25,2022
02002651,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,6.5,6.5,,,,6.6,8,2022
02002652,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6,,,7.75,7.75,5,7.2,,2022
02002653,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,7.75,7.75,5.75,9,,2022
02002654,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,7,5,2.5,6.6,,2022
02002655,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7,7,6.5,,,,6.8,7.75,2022
02002656,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,7.5,6.75,,,,9.2,8.25,2022
02002657,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,8.25,7.25,,,,9.4,9.5,2022
02002658,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.75,,,5.5,4.5,4.75,5.4,,2022
02002659,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8,7,7.5,,,,7.8,8.5,2022
02002660,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,7.5,7.75,4.75,7.6,,2022
02002661,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6,,,6.5,5.5,4.5,6,,2022
02002662,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,6,6.25,4.25,6.8,,2022
02002663,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,7.5,6.75,5,8.4,,2022
02002664,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.5,,,5.25,7,7.25,7,,2022
02002665,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,,,5.5,8.5,5.25,7.6,,2022
02002666,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,7.5,7.25,6.5,,,2022
02002667,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.25,,,6.25,5.75,2.75,4.4,,2022
02002668,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,4.5,5,4.5,8,,2022
02002669,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.75,,,5.75,4,4.5,4.2,,2022
02002670,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6,,,6,7.25,4.75,4.2,,2022
02002671,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,,,5.5,8,3.75,4.8,,2022
02002672,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,5.5,7.75,8.5,7.6,,2022
02002673,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,6.25,7,7.5,8.2,,2022
02002674,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,6.75,6.25,3,8.6,,2022
02002675,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,,,3.5,2.25,3.25,4,,2022
02002676,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,,,6.25,6.25,3.25,7.2,,2022
02002677,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,,,7.5,7.75,5.75,7.8,,2022
02002678,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.25,,,5.5,4.75,2.75,6.2,,2022
02002679,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,,,7.5,8,3,4.2,,2022
02002680,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,6,6,3.75,6.2,,2022
02002681,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.5,,,6.25,7,4.75,4.4,,2022
02002682,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5,,,4.25,4.75,4.25,5.8,,2022
02002683,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,6.25,5.75,2.75,7,,2022
02002684,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,6,7.5,3.75,7.8,,2022
02002685,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,6,7.5,3.5,6.6,,2022
02002686,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,8.25,7.5,4.75,5.2,,2022
02002687,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,4.25,7.25,4.25,4.2,,2022
02002688,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,8.5,8.25,5.25,8.2,,2022
02002689,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,8.25,6.75,4.75,5.2,,2022
02002690,Sở GD&ĐT Thành Phố Hồ Chí Minh,9,6.75,,,7.25,6.75,3.75,8.4,,2022
02002691,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,6.75,7.25,4.5,7,,2022
02002692,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,6.75,5.75,3.5,4.2,,2022
02002693,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,6.75,7.25,4.75,8.6,,2022
02002694,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,7,6.25,3.25,7.2,,2022
02002695,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,6.75,7.75,3,3.4,,2022
02002696,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,6.25,6.75,4,7.4,,2022
02002697,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,4.5,,,5.5,7.5,5.25,6,,2022
02002698,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5,,,6.75,5,3.5,8,,2022
02002699,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,,,7.75,9,5.5,8.4,,2022
02002700,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.75,,,4.25,6.25,2.75,5.6,,2022
02002701,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,6.5,4.75,5,6.6,,2022
02002702,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5,,,6.75,5.5,3,6.8,,2022
02002703,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,7.25,7.5,6.25,9,,2022
02002704,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.25,,,6.5,7,2.5,7.4,,2022
02002705,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.5,,,8.25,6.75,4.5,5.4,,2022
02002706,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,,,7.25,8,5.5,6.6,,2022
02002707,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,,,6,8.75,5,6.6,,2022
02002708,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.75,,,3.5,5.5,3,4,,2022
02002709,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,7.5,7.5,5.5,6.4,,2022
02002710,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.75,,,6.25,6,5.75,8,,2022
02002711,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,6.75,7,3.25,6.8,,2022
02002712,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,6.75,6.25,4.25,9,,2022
02002713,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,5.75,3.5,4.5,6.2,,2022
02002714,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,,,6.75,5.75,4.25,2.4,,2022
02002715,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,7,6.25,5.5,5.4,,2022
02002716,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5.25,,,3.75,5,5,6.8,,2022
